"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"DDD","2013B",491108,"F","South West Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",491693,"M","South Region","A Level or Equivalent","60-70%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",491757,"M","North Western Region","Lower Than A Level","10-20","0-35",1,210,TRUE,"Withdrawn"
"DDD","2013B",491885,"F","East Anglian Region","Lower Than A Level","80-90%","35-55",1,210,TRUE,"Withdrawn"
"DDD","2013B",491914,"M","South Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Pass"
"DDD","2013B",492177,"M","East Midlands Region","HE Qualification","10-20","0-35",1,120,FALSE,"Fail"
"DDD","2013B",492371,"F","South West Region","A Level or Equivalent","30-40%","0-35",0,60,TRUE,"Pass"
"DDD","2013B",492613,"F","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",492993,"M","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",493365,"M","North Western Region","A Level or Equivalent","0-10%","0-35",1,180,FALSE,"Withdrawn"
"DDD","2013B",493984,"F","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",494341,"F","North Western Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Pass"
"DDD","2013B",494637,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,80,FALSE,"Distinction"
"DDD","2013B",494806,"M","Scotland","Lower Than A Level","90-100%","35-55",0,90,FALSE,"Fail"
"DDD","2013B",494919,"F","Scotland","A Level or Equivalent","10-20","0-35",0,60,TRUE,"Pass"
"DDD","2013B",495115,"F","East Midlands Region","Lower Than A Level","20-30%","0-35",0,90,TRUE,"Withdrawn"
"DDD","2013B",495298,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",495734,"M","London Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",495786,"M","Scotland","HE Qualification","0-10%","0-35",0,120,TRUE,"Fail"
"DDD","2013B",496217,"M","South West Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",496542,"M","Wales","Lower Than A Level","50-60%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",496564,"F","South East Region","A Level or Equivalent","40-50%","0-35",0,120,FALSE,"Distinction"
"DDD","2013B",496601,"F","London Region","HE Qualification","70-80%","0-35",0,80,FALSE,"Pass"
"DDD","2013B",497405,"M","London Region","HE Qualification","80-90%","55<=",0,120,FALSE,"Withdrawn"
"DDD","2013B",497475,"M","North Western Region","Lower Than A Level","70-80%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",497584,"F","North Western Region","A Level or Equivalent","30-40%","0-35",0,90,TRUE,"Withdrawn"
"DDD","2013B",497898,"F","South West Region","A Level or Equivalent","30-40%","0-35",0,145,FALSE,"Withdrawn"
"DDD","2013B",498320,"F","Scotland","A Level or Equivalent","80-90%","0-35",0,70,TRUE,"Pass"
"DDD","2013B",498363,"F","East Anglian Region","Lower Than A Level","60-70%","0-35",1,120,TRUE,"Withdrawn"
"DDD","2013B",498432,"F","South West Region","A Level or Equivalent","90-100%","0-35",0,150,FALSE,"Withdrawn"
"DDD","2013B",498527,"M","Scotland","HE Qualification","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",498835,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",499056,"M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",499246,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,180,TRUE,"Pass"
"DDD","2013B",499557,"M","Scotland","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",500006,"M","Yorkshire Region","A Level or Equivalent","20-30%","0-35",1,210,TRUE,"Pass"
"DDD","2013B",500136,"F","Ireland","A Level or Equivalent","0-10%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",500459,"F","South West Region","Lower Than A Level","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",500522,"F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",500766,"F","London Region","HE Qualification","10-20","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",501158,"M","Ireland","Lower Than A Level",NA,"0-35",0,120,FALSE,"Pass"
"DDD","2013B",501960,"F","South Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",502136,"F","North Region","A Level or Equivalent",NA,"0-35",0,120,FALSE,"Distinction"
"DDD","2013B",502554,"M","South Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Distinction"
"DDD","2013B",502697,"M","South East Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",502736,"M","East Midlands Region","Lower Than A Level","90-100%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",502903,"M","South Region","Lower Than A Level","90-100%","0-35",1,180,FALSE,"Withdrawn"
"DDD","2013B",503086,"F","North Region","Lower Than A Level",NA,"0-35",0,60,FALSE,"Pass"
"DDD","2013B",503100,"M","Yorkshire Region","Lower Than A Level","60-70%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",503120,"M","South Region","Lower Than A Level","40-50%","35-55",0,120,FALSE,"Fail"
"DDD","2013B",503170,"M","South Region","A Level or Equivalent","70-80%","0-35",0,120,FALSE,"Fail"
"DDD","2013B",503368,"F","South West Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",503497,"M","South East Region","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",503731,"M","South West Region","A Level or Equivalent","50-60%","55<=",0,90,FALSE,"Fail"
"DDD","2013B",503926,"F","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",504246,"F","West Midlands Region","A Level or Equivalent","30-40%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",504602,"M","East Anglian Region","HE Qualification","20-30%","35-55",0,120,FALSE,"Withdrawn"
"DDD","2013B",504819,"F","East Anglian Region","Lower Than A Level","50-60%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",505311,"M","London Region","Lower Than A Level","40-50%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",505579,"F","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",506056,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,120,FALSE,"Fail"
"DDD","2013B",506767,"F","Wales","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",506785,"M","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",506829,"F","North Western Region","A Level or Equivalent","60-70%","0-35",1,210,FALSE,"Withdrawn"
"DDD","2013B",507730,"M","London Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",508934,"F","South West Region","Lower Than A Level","40-50%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",509634,"M","East Anglian Region","Lower Than A Level","70-80%","0-35",1,240,TRUE,"Withdrawn"
"DDD","2013B",509680,"M","Scotland","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",509873,"F","South West Region","A Level or Equivalent","20-30%","0-35",1,180,FALSE,"Fail"
"DDD","2013B",510195,"M","London Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",510530,"M","South East Region","A Level or Equivalent","60-70%","35-55",0,120,FALSE,"Withdrawn"
"DDD","2013B",511109,"M","Yorkshire Region","HE Qualification","0-10%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",511271,"F","West Midlands Region","Lower Than A Level","20-30%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",511514,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",511544,"F","North Region","A Level or Equivalent","40-50%","35-55",1,150,FALSE,"Fail"
"DDD","2013B",511569,"F","South Region","Lower Than A Level","30-40%","35-55",0,60,TRUE,"Withdrawn"
"DDD","2013B",511576,"M","East Midlands Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Fail"
"DDD","2013B",511949,"F","West Midlands Region","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",511958,"F","North Western Region","Lower Than A Level","60-70%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",512080,"F","London Region","A Level or Equivalent","20-30%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",512404,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,180,TRUE,"Withdrawn"
"DDD","2013B",512861,"F","South West Region","A Level or Equivalent","40-50%","0-35",1,120,FALSE,"Pass"
"DDD","2013B",513246,"F","North Western Region","Lower Than A Level","10-20","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",513396,"F","South West Region","HE Qualification","40-50%","0-35",1,180,FALSE,"Fail"
"DDD","2013B",513687,"M","North Western Region","Lower Than A Level","20-30%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",513773,"F","London Region","HE Qualification","70-80%","0-35",0,90,FALSE,"Pass"
"DDD","2013B",513854,"M","East Anglian Region","Lower Than A Level","10-20","35-55",0,60,FALSE,"Pass"
"DDD","2013B",514028,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",514218,"F","South East Region","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",514300,"F","South East Region","A Level or Equivalent","20-30%","0-35",1,180,FALSE,"Pass"
"DDD","2013B",514633,"M","North Western Region","Lower Than A Level","10-20","35-55",1,120,TRUE,"Fail"
"DDD","2013B",514773,"F","South Region","A Level or Equivalent","80-90%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",515046,"M","South West Region","Lower Than A Level","30-40%","0-35",0,60,TRUE,"Pass"
"DDD","2013B",515170,"F","South East Region","A Level or Equivalent","70-80%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",515595,"M","Scotland","A Level or Equivalent","0-10%","35-55",1,180,FALSE,"Pass"
"DDD","2013B",515812,"F","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",515903,"F","North Western Region","A Level or Equivalent","70-80%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",515945,"M","London Region","A Level or Equivalent","80-90%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",516010,"F","North Region","No Formal quals",NA,"0-35",0,60,FALSE,"Pass"
"DDD","2013B",516281,"M","Scotland","A Level or Equivalent","60-70%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",516398,"M","North Region","HE Qualification",NA,"35-55",0,60,FALSE,"Pass"
"DDD","2013B",516450,"F","East Midlands Region","A Level or Equivalent","80-90%","0-35",1,150,FALSE,"Distinction"
"DDD","2013B",516843,"M","Scotland","A Level or Equivalent","70-80%","35-55",0,120,FALSE,"Withdrawn"
"DDD","2013B",517646,"F","Wales","HE Qualification","40-50%","0-35",1,180,FALSE,"Pass"
"DDD","2013B",517726,"M","West Midlands Region","Lower Than A Level","0-10%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",518097,"M","Scotland","A Level or Equivalent","10-20","35-55",1,120,TRUE,"Fail"
"DDD","2013B",518155,"M","London Region","HE Qualification","60-70%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",518349,"M","North Region","Lower Than A Level","10-20","0-35",0,60,TRUE,"Pass"
"DDD","2013B",518436,"M","North Region","Lower Than A Level",NA,"0-35",0,120,FALSE,"Pass"
"DDD","2013B",518451,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",519094,"F","Scotland","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",519102,"M","East Midlands Region","Lower Than A Level","80-90%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",519491,"F","South East Region","A Level or Equivalent","50-60%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",520026,"M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",520092,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,120,TRUE,"Withdrawn"
"DDD","2013B",520400,"M","London Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Fail"
"DDD","2013B",520751,"F","Wales","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",521160,"F","East Midlands Region","A Level or Equivalent","10-20","0-35",1,120,FALSE,"Pass"
"DDD","2013B",521404,"M","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",521709,"M","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,120,FALSE,"Pass"
"DDD","2013B",521742,"M","North Western Region","Lower Than A Level","10-20","0-35",0,120,FALSE,"Fail"
"DDD","2013B",521755,"F","North Region","Lower Than A Level","20-30%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",522538,"F","London Region","A Level or Equivalent","50-60%","0-35",0,180,FALSE,"Withdrawn"
"DDD","2013B",522572,"M","West Midlands Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Pass"
"DDD","2013B",522654,"M","North Western Region","HE Qualification","50-60%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",522739,"F","South West Region","Lower Than A Level","40-50%","35-55",1,180,TRUE,"Withdrawn"
"DDD","2013B",522878,"M","South East Region","Lower Than A Level","50-60%","35-55",1,120,FALSE,"Withdrawn"
"DDD","2013B",523392,"F","Wales","Lower Than A Level","0-10%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",524020,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",524137,"F","North Western Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",524160,"M","North Region","Post Graduate Qualification",NA,"0-35",0,60,FALSE,"Pass"
"DDD","2013B",524175,"M","South West Region","Lower Than A Level","50-60%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",524261,"F","Scotland","HE Qualification","0-10%","35-55",0,120,TRUE,"Withdrawn"
"DDD","2013B",524369,"F","Wales","Lower Than A Level","70-80%","0-35",0,70,FALSE,"Pass"
"DDD","2013B",524374,"M","North Western Region","A Level or Equivalent","60-70%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",524378,"F","North Western Region","A Level or Equivalent","40-50%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",524396,"F","South West Region","A Level or Equivalent","20-30%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",524731,"M","South Region","A Level or Equivalent","50-60%","0-35",1,180,FALSE,"Fail"
"DDD","2013B",525066,"F","North Region","Lower Than A Level",NA,"0-35",0,90,FALSE,"Fail"
"DDD","2013B",525128,"M","Wales","Lower Than A Level","60-70%","35-55",0,90,FALSE,"Fail"
"DDD","2013B",525749,"F","North Region","Post Graduate Qualification",NA,"35-55",0,70,FALSE,"Distinction"
"DDD","2013B",525762,"F","Wales","Lower Than A Level","50-60%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",525820,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",0,120,FALSE,"Fail"
"DDD","2013B",525854,"M","North Western Region","A Level or Equivalent","20-30%","0-35",1,180,FALSE,"Fail"
"DDD","2013B",526068,"M","Scotland","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",526392,"M","Wales","A Level or Equivalent","80-90%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",526426,"M","Wales","Lower Than A Level","70-80%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",526699,"F","South Region","Lower Than A Level","30-40%","0-35",1,120,TRUE,"Withdrawn"
"DDD","2013B",527081,"M","London Region","Lower Than A Level","10-20","35-55",1,120,FALSE,"Withdrawn"
"DDD","2013B",527306,"F","North Western Region","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",527323,"F","London Region","Lower Than A Level","10-20","0-35",1,120,FALSE,"Fail"
"DDD","2013B",527403,"F","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",527533,"M","East Midlands Region","HE Qualification","50-60%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",527619,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,160,TRUE,"Withdrawn"
"DDD","2013B",527747,"M","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",527789,"M","Yorkshire Region","HE Qualification","0-10%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",527917,"M","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",528034,"M","Wales","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",528184,"F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,75,FALSE,"Pass"
"DDD","2013B",528271,"M","Wales","A Level or Equivalent","90-100%","0-35",0,75,FALSE,"Withdrawn"
"DDD","2013B",528420,"F","London Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",528642,"F","Wales","Lower Than A Level","40-50%","0-35",0,130,FALSE,"Withdrawn"
"DDD","2013B",528846,"M","Ireland","HE Qualification",NA,"35-55",1,120,FALSE,"Fail"
"DDD","2013B",528923,"M","North Western Region","Lower Than A Level","0-10%","0-35",1,120,FALSE,"Fail"
"DDD","2013B",529025,"M","South Region","A Level or Equivalent","30-40%","35-55",0,60,FALSE,"Pass"
"DDD","2013B",529078,"M","South Region","HE Qualification","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",529384,"M","Yorkshire Region","A Level or Equivalent","50-60%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",529404,"M","North Western Region","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Pass"
"DDD","2013B",529525,"F","North Western Region","Lower Than A Level","50-60%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",529670,"M","Yorkshire Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",529760,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,120,FALSE,"Fail"
"DDD","2013B",529789,"M","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",529863,"M","Wales","Lower Than A Level","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",529877,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,90,TRUE,"Withdrawn"
"DDD","2013B",530137,"M","London Region","Lower Than A Level","30-40%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",530234,"F","South Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",530748,"M","South Region","A Level or Equivalent","80-90%","0-35",0,100,FALSE,"Withdrawn"
"DDD","2013B",530762,"M","South West Region","Lower Than A Level","30-40%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",530901,"M","London Region","Lower Than A Level","70-80%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",531047,"M","South West Region","Lower Than A Level","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",531069,"M","East Anglian Region","Lower Than A Level","60-70%","35-55",0,60,TRUE,"Withdrawn"
"DDD","2013B",531075,"M","North Region","Lower Than A Level","20-30%","35-55",1,120,FALSE,"Fail"
"DDD","2013B",531202,"M","East Midlands Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",531340,"F","East Anglian Region","Lower Than A Level","20-30%","0-35",1,180,FALSE,"Withdrawn"
"DDD","2013B",531377,"F","North Western Region","Lower Than A Level","20-30%","0-35",0,60,TRUE,"Fail"
"DDD","2013B",531787,"M","Wales","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",531888,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",531924,"F","South Region","A Level or Equivalent","40-50%","0-35",0,90,FALSE,"Pass"
"DDD","2013B",532067,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",532144,"M","London Region","A Level or Equivalent","40-50%","35-55",1,135,FALSE,"Withdrawn"
"DDD","2013B",532267,"M","London Region","Lower Than A Level","60-70%","0-35",1,120,FALSE,"Withdrawn"
"DDD","2013B",532491,"M","West Midlands Region","A Level or Equivalent",NA,"0-35",0,60,FALSE,"Pass"
"DDD","2013B",532565,"M","Yorkshire Region","Lower Than A Level","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",532648,"M","Yorkshire Region","A Level or Equivalent","90-100%","0-35",0,90,FALSE,"Withdrawn"
"DDD","2013B",532695,"F","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",532718,"M","North Western Region","HE Qualification","20-30%","35-55",0,60,FALSE,"Distinction"
"DDD","2013B",532745,"F","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",532855,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,TRUE,"Pass"
"DDD","2013B",532988,"M","South West Region","A Level or Equivalent","70-80%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",533004,"M","West Midlands Region","HE Qualification","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",533291,"M","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",533522,"F","East Anglian Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",533731,"M","South West Region","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",533829,"F","South West Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",533877,"M","South East Region","Lower Than A Level","50-60%","0-35",0,60,FALSE,"Distinction"
"DDD","2013B",534203,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",534219,"M","East Midlands Region","Lower Than A Level","40-50%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",534349,"F","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",534777,"M","London Region","A Level or Equivalent","30-40%","0-35",0,120,FALSE,"Withdrawn"
"DDD","2013B",534910,"M","South West Region","Lower Than A Level","10-20","0-35",0,90,FALSE,"Pass"
"DDD","2013B",535169,"F","London Region","Lower Than A Level","30-40%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",535215,"M","North Region","Lower Than A Level",NA,"35-55",0,90,FALSE,"Pass"
"DDD","2013B",535424,"M","Ireland","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",535463,"M","West Midlands Region","Lower Than A Level","30-40%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",535486,"M","Yorkshire Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",535620,"M","South West Region","Lower Than A Level","50-60%","0-35",0,90,FALSE,"Fail"
"DDD","2013B",535707,"F","Ireland","A Level or Equivalent","10-20","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",535747,"F","Scotland","HE Qualification","40-50%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",535789,"M","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,60,FALSE,"Withdrawn"
"DDD","2013B",535799,"F","South West Region","Lower Than A Level","10-20","35-55",0,60,FALSE,"Pass"
"DDD","2013B",535831,"F","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",535986,"F","North Region","No Formal quals",NA,"0-35",0,70,FALSE,"Distinction"
"DDD","2013B",536032,"M","Wales","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",536145,"M","South Region","Lower Than A Level","60-70%","0-35",0,90,TRUE,"Withdrawn"
"DDD","2013B",536170,"M","North Western Region","HE Qualification","90-100%","35-55",0,60,FALSE,"Distinction"
"DDD","2013B",536210,"M","Ireland","Lower Than A Level","0-10%","0-35",0,120,TRUE,"Withdrawn"
"DDD","2013B",536261,"M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",536536,"M","North Region","Lower Than A Level",NA,"0-35",0,60,FALSE,"Pass"
"DDD","2013B",536696,"F","Scotland","A Level or Equivalent","70-80%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",536926,"M","Scotland","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",536999,"M","North Region","Lower Than A Level",NA,"35-55",0,60,TRUE,"Withdrawn"
"DDD","2013B",537138,"M","Ireland","A Level or Equivalent","90-100%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",537139,"F","East Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",537452,"M","London Region","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",537603,"M","East Anglian Region","Lower Than A Level","60-70%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",537621,"M","North Western Region","A Level or Equivalent","60-70%","35-55",0,60,FALSE,"Fail"
"DDD","2013B",537622,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,TRUE,"Pass"
"DDD","2013B",537652,"F","South Region","Lower Than A Level","70-80%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",537658,"F","Wales","Lower Than A Level","20-30%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",537868,"F","London Region","HE Qualification","70-80%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",537926,"M","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",538069,"M","London Region","A Level or Equivalent","90-100%","35-55",0,60,FALSE,"Withdrawn"
"DDD","2013B",538131,"M","North Region","HE Qualification",NA,"55<=",0,60,FALSE,"Withdrawn"
"DDD","2013B",538211,"M","East Midlands Region","Lower Than A Level","50-60%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",538232,"F","East Midlands Region","Lower Than A Level","20-30%","35-55",0,120,FALSE,"Withdrawn"
"DDD","2013B",538251,"F","North Region","No Formal quals",NA,"0-35",0,60,FALSE,"Distinction"
"DDD","2013B",538611,"F","North Region","Lower Than A Level",NA,"0-35",0,60,FALSE,"Fail"
"DDD","2013B",538701,"M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",539035,"F","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",539043,"M","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",539066,"F","South West Region","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Pass"
"DDD","2013B",539142,"M","Scotland","A Level or Equivalent","50-60%","0-35",0,60,FALSE,"Fail"
"DDD","2013B",539186,"F","East Midlands Region","A Level or Equivalent","30-40%","0-35",0,120,FALSE,"Withdrawn"
